Serial No,ratings,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,category,product type,brand,main_cat,price,Human Sentiment Score,Review Type,Sentiment_Score,Sentiment_Magnitude,Google_API_Score,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,roberta_compound
7714,4,,True,"03 14, 2016",A2LVANMFJUQ6LB,B0156NDPUC,Amazon Customer,Just what I accepted very good product no complaints,Great  purchase,1457913600,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,18.85,0.8,Positive,0.9,0.9,0.76,0.357,0.277,0.366,0.0334,0.010816332884132862,0.07781704515218735,0.9113667011260986,0.9005505265668035
7721,5,,True,"10 29, 2014",AGUXT09TQ9KH1,B0156NDPUC,mikeh,"Stock one on my kenmore dryer fell apart. This one fit right in, seems to be built better than the one i took out.",OE Replacement,1414540800,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Tools & Home Improvement,18.85,0.7,Positive,0.0,1.8,0.0,0.0,0.795,0.205,0.6597,0.043957676738500595,0.2527729868888855,0.703269362449646,0.6593117378652096
7725,5,,True,"11 7, 2017",A2SH5GP5AOPHM4,B0156NJ4Z2,Kindle Customer,Works with my freezer. Easy to install. Good service,As described,1510012800,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Frigidaire,Tools & Home Improvement,84.49,0.7,Positive,0.8,2.6,0.3,0.0,0.547,0.453,0.7003,0.0043127452954649925,0.03909637778997421,0.9565908312797546,0.9522779947146773
7729,5,,True,"01 15, 2017",A2QLPKMLJD8RMH,B0156NJ4Z2,Shawn,Worked right tout of the package. The freezers is alive again,Five Stars,1484438400,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Frigidaire,Tools & Home Improvement,84.49,0.8,Positive,0.5,1.0,0.46,0.197,0.606,0.197,0.25,0.01142201479524374,0.2594265639781952,0.7291513681411743,0.7177292471751571
7741,5,,True,"04 2, 2015",AL6POYY5ZZ9BG,B0156N8PF2,Paula Sawyer,"These are a life saver.  I had to guess what the temp was, when baking.  Not to mention what the temp was for the stove top.",These are a life saver. I had to guess ...,1427932800,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,Whirlpool,Tools & Home Improvement,43.28,0.6,Positive,0.1,1.3,0.08,0.0,0.927,0.073,0.2023,0.05037667974829674,0.39266547560691833,0.5569578409194946,0.5065811537206173
7745,1,,True,"10 23, 2014",A222OHGCVUB7FO,B0156N8PF2,Jennifer S. Matzl,They weren't the correct knobs. I need to return them.,One Star,1414022400,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,Whirlpool,Tools & Home Improvement,43.28,-0.5,Negative,-0.8,1.7,-0.44,0.0,1.0,0.0,0.0,0.8807599544525146,0.11302343010902405,0.00621663685888052,-0.8745432747527957
7756,5,,True,"08 11, 2016",A1RHTDTTPTF0UJ,B01691OOIM,tom ravo,fit the stove pervectly thanks,Five Stars,1470873600,"['Appliances', 'Parts & Accessories', 'Range Hood Parts & Accessories', 'Filters']",Range Filters,AF,Tools & Home Improvement,16.99,0.8,Positive,0.8,0.8,0.76,0.0,0.357,0.643,0.6597,0.008836356922984123,0.23009221255779266,0.7610713839530945,0.7522349338978529
7757,4,2.0,True,"03 13, 2016",A1JAU9P512ZO72,B016OXJCGE,Customer,"Pricey,  but less than 2 replacement filters. Works great! All filters should be reusable.  The humidifier it works in, the Holmes 1865 I belive is excellent for large bedrooms. Beware the new ones, vertical. Check reviews.",Works great! All filters should be reusable,1457827200,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Replacement Wicks']",Replacement Wicks,Natural-Breeze,Amazon Home,16.99,0.7,Positive,0.1,2.9,0.03,0.0,0.744,0.256,0.9184,0.008845517411828041,0.0660337284207344,0.9251207113265991,0.9162751082330942
7767,5,,True,"02 2, 2018",AR2JLTT3YQMOG,B016T9QE96,John,very good product haven't had any problems with it works like a champ,Five Stars,1517529600,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,Supco,Tools & Home Improvement,39,0.8,Positive,0.9,0.9,0.76,0.0,0.42,0.58,0.8765,0.004040858708322048,0.019725657999515533,0.9762334227561951,0.9721924429759383
7771,5,,True,"04 1, 2017",A3OQS7ISP3V5SS,B016T9QE96,Amazon Customer,Works exactly like it should and no leaks. I have a whirlpool duet for reference. It was slightly different from the original but fits pretty much perfect. Some reviewers said theirs was noisy but mine is not. Since I got the washer and dryer for $75 I definitely don't mind paying the amount I did for this part.,Works exactly like it should and no leaks,1491004800,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,Supco,Tools & Home Improvement,39,0.8,Positive,0.5,2.9,0.17,0.055,0.697,0.247,0.928,0.022714966908097267,0.12288408726453781,0.8544008731842041,0.8316857609897852
7784,1,,True,"09 27, 2017",A3SO3VBZYKFF3J,B0170NWHDM,bb,"I bought this kegerator for my fiance about a year and a half ago and he has had nothing but problems with it.  I also bought the 5 year appliance warranty with it (which at the time was 469$ for the keg and 71$ for the warranty).  Well the first time i called about the warranty, they told me that you could only go through edgestar directly.  So i called them and they gave me the name appliance people they go through...  Never heard back from them, but we  finally got that particular issue figured out by ourselves. Well today, my fiance was tapping a keg and it exploded all over our house and wasted an entire brand new keg of beer.  DO NOT BUY THIS PRODUCT OR THE WARRANTY, if it is faulty like ours, they will do nothing to help you.  Ours went in the trash today, total waste of $550.",my fiance was tapping a keg and it exploded all over our house and wasted an entire brand new keg of beer,1506470400,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Kegerators']",Kegerators,EdgeStar,Appliances,34.45,-0.9,Negative,-0.5,4.7,-0.11,0.085,0.844,0.07,-0.5267,0.815013587474823,0.16186682879924774,0.023119648918509483,-0.7918938081711531
7788,5,,True,"05 13, 2017",A2IUD4QBLI5S65,B0170O0D82,Katherine Maultsby,My husband loves that he can buy two mini legs instead on one beer,Five Stars,1494633600,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Kegerators']",Kegerators,EdgeStar,Appliances,539,0.7,Positive,0.9,0.9,0.76,0.0,0.778,0.222,0.5719,0.00668805418536067,0.036527812480926514,0.956784188747406,0.9500962453894317
7792,1,7.0,True,"09 9, 2016",A3HWUD0WFLDZ28,B0170NWHDM,Frank S.,"I had two main issues. The first was a leak that allowed all the CO2 I purchased to leak out. I was shipped a second value unit but it did not have a quick release as the first one did. Second the unit was cold as it should have been for a few days..The temp kept going up even after putting it on the coldest setting. I was emailed instructions to override the unit to get it cold, but it did not work. I was shipped a new thermostat. After I installed it I found that once I turned it on just past the on setting, it would run and not shut off. The keg of beer was frozen solid. I know that the unit would keep beer as cold as I would like but if you can not control it what is the good of that. I was two days away from the 30 days to return so I felt I had no choice but to give up and return it.
Frank",I know that the unit would keep beer as cold as I would like but if you can not control it what is ...,1473379200,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Kegerators']",Kegerators,EdgeStar,Appliances,34.45,-0.5,Negative,-0.4,5.9,-0.07,0.04,0.895,0.065,0.6254,0.651315450668335,0.30761873722076416,0.04106580838561058,-0.610249649733305
7795,1,15.0,True,"08 2, 2015",A1JNUZKUAYCV5P,B0170NWHDM,Lenny,"I may update this but only 1 star from me on this.
What did you do, send me one that was already returned?!
One of the wheels won't screw in because there are no threads in the hole.  Really?
I'm missing several parts too so I'm having to get another company to come out and try and make it work.  Probably $100 bucks to do so.
Oh, and I need to find a block of wood to prop under where that caster should go.  It's not going to roll anymore with a block of wood under it.
Gee thanks.
Also, I didn't receive the bracket for under the tower, or the hose clamps, or a section of hose.
I watched the video on how to assemble and its apparent that I don't have everything I need.",Missing Parts,1438473600,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Kegerators']",Kegerators,EdgeStar,Appliances,34.45,-0.7,Negative,-0.4,6.5,-0.06,0.103,0.859,0.038,-0.8772,0.831935465335846,0.15084441006183624,0.017220156267285347,-0.8147152457386255
7797,4,4.0,True,"11 3, 2014",A188VWGF1E6BLX,B0170NWHDM,Lauren R.,"Great, but Coors fans beware.  Coors kegs have those big circles around their kegs so a standard size Coors keg will not fit in this unit.  A smaller coors pony will fit...  Again this is a coors specific issue, no other beer brand has given us any trouble.","Great, but Coors fans beware.",1414972800,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Kegerators']",Kegerators,EdgeStar,Appliances,34.45,0.5,Positive,-0.2,1.3,-0.15,0.172,0.78,0.049,-0.7554,0.4540330767631531,0.4322342276573181,0.11373262107372284,-0.3403006047010422
7808,2,4.0,True,"09 19, 2015",A10484F6PKKDG7,B0170O0D82,Timothy OReilly,"Are you serious? You sell a kegerator... and don't have ball lock connectors included? Please don't advertise it's ""Everything you need to keg"" because a corny keg does not fit as is.",Are you serious? You sell a kegerator.. ...,1442620800,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Kegerators']",Kegerators,EdgeStar,Appliances,539,-0.6,Negative,-0.6,1.9,-0.31,0.114,0.816,0.07,-0.1205,0.9274781942367554,0.06684721261262894,0.005674633663147688,-0.9218034795485437
7816,5,,True,"11 22, 2013",A2I19THNY8YMXI,B0170O0D82,Zarcero,Not only is this an amazing Kegerator - the service is OUTSTANDING!  My Kegerator starting making a very odd noise and when I called customer service said I was just out of warranty but they would replace it for me.  WOW!  One week later I've got my new Kegerator and ready for Thanksgivinig!,Great product - AMAZING customer service!,1385078400,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Kegerators']",Kegerators,EdgeStar,Appliances,539,0.8,Positive,0.6,3.3,0.18,0.029,0.716,0.255,0.9422,0.01423666998744011,0.04319915920495987,0.9425641298294067,0.9283273778855801
7819,3,2.0,True,"08 24, 2016",A3GOQFI5YZFB03,B017DPNI3K,Raymond D.,"They are a little thin, as compared to the one from HD, which was three times the price.",Three Stars,1471996800,"['Appliances', 'Parts & Accessories', 'Range Hood Parts & Accessories', 'Filters']",Range Filters,Generic,Amazon Home,12.19,0.4,Positive,-0.7,0.7,-0.76,0.0,1.0,0.0,0.0,0.3218141496181488,0.6054461598396301,0.07273965328931808,-0.2490745708346367
7823,5,,True,"04 22, 2018",A34UDGNYIPZT2M,B017DPNI3K,Carol M,Good fit. Does the job.,Does the job.,1524355200,"['Appliances', 'Parts & Accessories', 'Range Hood Parts & Accessories', 'Filters']",Range Filters,Generic,Amazon Home,12.19,0.7,Positive,0.9,1.8,0.46,0.0,0.357,0.643,0.6597,0.012316238135099411,0.15069414675235748,0.8369896411895752,0.82467345520854
7830,5,6.0,True,"03 11, 2017",A22WD3LQLTBW15,B017DPNI3K,Rebekah W.,"I always read reviews--especially negative ones--before I purchase and I was slightly surprised at the thickness of the frame, but nothing else. Previously, we had a thinner 'filter' (it was really only a steel frame) that came with the place and didn't filter or do much of anything besides collect dust. It was time to get a replacement and this filter is much better.

If I were to be particular, I would say the quality fits the price per unit. I looked around for other types of filters and the nicer filters are at least double the price per unit. I settled with this pack mainly because I just needed something to cover the fan. The only difference I can tell is the noise the fan makes--it's louder.

Overall, I like the quantity and quality for the price. I would purchase again, partially because I'm not particular about my place smelling like food.",Decent deal,1489190400,"['Appliances', 'Parts & Accessories', 'Range Hood Parts & Accessories', 'Filters']",Range Filters,Generic,Amazon Home,12.19,0.9,Positive,0.2,3.3,0.06,0.015,0.847,0.138,0.9587,0.14106875658035278,0.44185465574264526,0.41707655787467957,0.276007741689682
7832,5,14.0,True,"01 10, 2017",AL7Y0MVLJYT9C,B017DPNI3K,evan2293,"These worked out GREAT for me since my range hood does not vent outside and all the fumes and cooking smellls would normally be blowing right back into my face.. however since these have a filter in them to collect any odors, they worked out wonderful for what I needed! Plus they still have a mesh side to collect the cooking greases as well!",These worked out GREAT for me since my range hood does not vent ...,1484006400,"['Appliances', 'Parts & Accessories', 'Range Hood Parts & Accessories', 'Filters']",Range Filters,Generic,Amazon Home,12.19,0.8,Positive,0.9,2.8,0.31,0.016,0.822,0.162,0.9025,0.008341779932379723,0.04534723609685898,0.9463109970092773,0.9379692431539297
7834,5,,True,"03 7, 2016",A2IM12NHQF8O3F,B017MHZH9C,Jambo8080,Super fast shipping. Perfect fit for my Frigidaire! Looks great.,Great product,1457308800,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Drip Pans']",Drip Pans,Frigidaire,Tools & Home Improvement,19.97,0.8,Positive,0.9,2.8,0.31,0.0,0.293,0.707,0.9381,0.0011033633491024375,0.008632371202111244,0.9902642965316772,0.9891609953483567
7837,2,,True,"05 7, 2018",A1OQMVUL0LHY05,B017MHZH9C,Rez,"they stain easily , have to get more",Two Stars,1525651200,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Drip Pans']",Drip Pans,Frigidaire,Tools & Home Improvement,19.97,-0.4,Negative,-0.7,0.7,-0.76,0.0,0.714,0.286,0.34,0.5925740599632263,0.3622927963733673,0.04513315483927727,-0.5474408827722073
7841,5,,True,"12 7, 2017",AGL8IG3XTQOG3,B017MHZH9C,susan wise,fine  Susan  Wise,Five Stars,1512604800,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Drip Pans']",Drip Pans,Frigidaire,Tools & Home Improvement,19.97,0.7,Positive,0.8,0.8,0.76,0.0,0.169,0.831,0.5994,0.021635035052895546,0.703414797782898,0.27495017647743225,0.2533151600509882
7848,1,,True,"08 27, 2017",A14JS68YLUSI1,B017MHZH9C,NC teacher,dimensions are NOT accurate!,One Star,1503792000,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Drip Pans']",Drip Pans,Frigidaire,Tools & Home Improvement,19.97,-0.5,Negative,-0.8,0.8,-0.76,0.0,1.0,0.0,0.0,0.9227994680404663,0.06985363364219666,0.007346849422901869,-0.9154527164064348
7851,4,,True,"07 21, 2017",AOGP1VMVR3URV,B017MHZH9C,Valary Smith,They are not as shiny as the picture indicates but that is better for me.  Still well shaped and nice quality.,... as shiny as the picture indicates but that is better for me,1500595200,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Drip Pans']",Drip Pans,Frigidaire,Tools & Home Improvement,19.97,0.6,Positive,0.9,1.8,0.46,0.0,0.638,0.362,0.8807,0.007991505786776543,0.07366512715816498,0.9183433055877686,0.9103516768664122
7854,5,,True,"11 3, 2016",A2WEQVBDUMXZF5,B017MHZH9C,Theron Eugene Blair,Quick shipping & fit my older Frigidaire stove perfectly.,Five Stars,1478131200,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Drip Pans']",Drip Pans,Frigidaire,Tools & Home Improvement,19.97,0.8,Positive,0.9,0.9,0.76,0.0,0.472,0.528,0.7717,0.003795952768996358,0.23586943745613098,0.7603346705436707,0.7565388393122703
7861,5,,True,"12 5, 2017",A2488KK0XJAQE8,B017Q12A62,M. Jones,Like everyone says. Seems expensive for a cap. But I broke down and bought this replacement. Ahhh. Now my frustration has ended and we're all happy again. It works.  Kind of pricy.  Aggravation over.  I guess that's worth a few bucks.,I needed it,1512432000,"['Appliances', 'Parts & Accessories', 'Food Waste Disposer Parts & Accessories']",Food Waste Disposer Parts,essie,Tools & Home Improvement,1.94,0.8,Positive,0.0,3.6,0.0,0.16,0.653,0.187,0.0772,0.1228678897023201,0.2907070219516754,0.5864250659942627,0.463557131588459
7862,5,,True,"10 18, 2017",A2CU70G3KETXYB,B017Q12A62,Mark Novak,The stopper worked perfectly and was just what we needed for our garbage disposal.,Worked great!,1508284800,"['Appliances', 'Parts & Accessories', 'Food Waste Disposer Parts & Accessories']",Food Waste Disposer Parts,essie,Tools & Home Improvement,1.94,0.8,Positive,0.9,0.9,0.76,0.0,0.756,0.244,0.6369,0.011180914007127285,0.09737512469291687,0.8914439678192139,0.8802630668506026
7863,5,,True,"10 18, 2017",A3DFK9ENS9IFKC,B017Q12A62,Cdnsnowbird,"Works exactly for what it is designed for...a replacement for the original part. This was the only one I found so was very happy to find it. The only negative comment might be is there is a small ""catch"" when inserting and pulling it out. I need to give it a little extra push and pull that I didn't with the original. It works perfectly though so I am happy to have my disposer working well again. My original one had rusted and had plastic parts around the magnets fall away. This happens and this magnetic stopper is the perfect replacement.",Replacement Magnetic Stopper Replacement works exactly as it should,1508284800,"['Appliances', 'Parts & Accessories', 'Food Waste Disposer Parts & Accessories']",Food Waste Disposer Parts,essie,Tools & Home Improvement,1.94,0.5,Positive,0.4,4.7,0.08,0.032,0.747,0.221,0.9671,0.014834730885922909,0.08035171777009964,0.9048135876655579,0.8899789294227958
